labels
"Finger,Skin,Hand,Nail,Thumb,Gesture,"
"Yellow,Orange,Modern art,Acrylic paint,Painting,Line,Colorfulness,Wood,Art,Paint,"
"Snow,Geological phenomenon,Mountaineering,Winter,Sky,Mountaineer,Mountain,Adventure,Freezing,Ice cap,"
"Muscle,Physical fitness,Bikini,Undergarment,Navel,Abdomen,Model,Brown hair,Swimwear,Competition,"
"Shelf,Shelving,Snapshot,Library,Bookcase,Bookselling,Footwear,Building,Child,Retail,"
"Hair,Shoulder,Tattoo,Lady,Beauty,Skin,Arm,Black hair,Photo shoot,Temporary tattoo,"
"Adventure,Recreation,"
"Face,Green,Head,Painting,Nose,Art,Forehead,Illustration,Cheek,Eye,"
"Skateboarding,Boardsport,Recreation,Extreme sport,Individual sports,Sports equipment,Skateboard,Sports,Longboarding,Rolling,"
"Academic dress,Graduation,Event,Mortarboard,Fun,Student,Ceremony,Photography,College,Crowd,"
"Sky,Sunset,Dusk,Cloud,City,Red,Urban area,Metropolitan area,Evening,Cityscape,"
"Grass,Player,Sports training,Sitting,Team sport,Sports,Lawn,Plant,Team,Soccer,"
"People,Umbrella,Crowd,Marketplace,Public space,Vacation,Tourism,Bazaar,Market,Sky,"
"Bag,Hand luggage,Brown,Handbag,Leather,Baggage,Fashion accessory,Material property,Luggage and bags,Satchel,"
"Yellow,Orange,Line,Floor,Circle,Tile,Sport venue,"
"Blue,Nail polish,Glitter,Turquoise,Nail care,Aqua,Cosmetics,Teal,Nail,Water,"
"Cool,Facial hair,T-shirt,Beard,Photography,Smile,Actor,"
"Hair,Face,Photograph,Red,Beauty,Skin,Lip,Lady,Hairstyle,Pattern,"
"Player,Arena football,Sports gear,Gridiron football,American football,Tournament,Ball game,Sports equipment,Helmet,Team sport,"
"Lady,Thigh,Grass,Leg,Footwear,Player,Muscle,Photography,Knee,Brown hair,"
"Hair,Face,Lip,Beauty,Head,Eyebrow,Hairstyle,Nose,Skin,Lady,"
"Hair,Face,Hairstyle,Head,Eyebrow,Lip,Beauty,Yellow,Eyelash,Black hair,"
"Cup,Coffee cup,Caffeine,Cup,Single-origin coffee,Espresso,Java coffee,Coffee milk,Coffee substitute,Coffee,"
"Pink,Analog watch,Watch,Turquoise,Clock,Fashion accessory,Still life photography,Wall clock,Home accessories,Circle,"
"Barechested,Muscle,Arm,Male,Chest,Abdomen,Bodybuilder,Bodybuilding,Model,Trunk,"
"Blue,Red,Orange,Flag,Azure,Electric blue,Rectangle,"
"Alley,Street,Neighbourhood,Town,Road,Building,Infrastructure,Architecture,Cobblestone,House,"
"Street,Town,Alley,Road,Neighbourhood,Urban area,Snapshot,Human settlement,Infrastructure,City,"
"Lipstick,Red,Product,Cosmetics,Liquid,Beauty,Brown,Bottle,Material property,Beige,"
"Hair,Face,Hairstyle,Beauty,Lip,Black hair,Eyelash,Fashion accessory,Style,"
"Sky,Town,Street,Urban area,Neighbourhood,Light,Morning,City,Human settlement,Architecture,"
"Volleyball player,Team,Volleyball,Sports,Team sport,Net sports,Ball game,Volleyball,Fun,Tournament,"
"Mascara,Eye liner,Material property,Cosmetics,Brand,"
"Post-it note,Paper product,Stationery,Material property,Writing implement,Paper,Pencil case,Office supplies,"
"Blue,Watercolor paint,Water,Geology,Geological phenomenon,Acrylic paint,Painting,Paint,Pattern,Colorfulness,"
"Grass,Plant,Grass family,Lawn,Crop,Fodder,Grassland,Field,Flooring,Artificial turf,"
"Cobalt blue,Figurine,Primate,Metal,"
"Arm,Muscle,Shoulder,Fun,Summer,Sunglasses,Eyewear,Vacation,Photography,Strongwoman,"
"Winter sport,Snow,Snowmobile,Vehicle,Geological phenomenon,Sports,Recreation,Extreme sport,Racing,Fun,"
"Urban area,Night,Metropolitan area,Metropolis,City,Street,Town,Human settlement,Downtown,Snapshot,"
"Footwear,Sportswear,Eyewear,Personal protective equipment,Automotive design,Shoe,Room,Interior design,Ceiling,Athletic shoe,"
"Red,Heart,Balloon,Valentine's day,Organ,Love,Party supply,Heart,"
"Street,Cobblestone,Road,Town,Alley,Road surface,Neighbourhood,Urban area,Infrastructure,Architecture,"
"Skin,Hand,Nail,Finger,Gesture,Circle,"
"Snow,Winter,Sky,Geological phenomenon,Mountain,Tree,Slope,Recreation,Ice,Mountain range,"
"Text,Font,Writing,Number,"
"Metropolitan area,Mode of transport,Urban area,Building,Escalator,City,Shopping mall,Street,Metropolis,Floor,"
"Clock tower,Landmark,Sky,Tower,Architecture,Building,Tourism,City,Vacation,Church,"
"Graduation,Academic dress,Mortarboard,Crowd,Event,Public event,Headgear,Sky,Scholar,Gesture,"
"Dog,Mammal,Vertebrate,Canidae,Dog breed,Carnivore,Fawn,Grass,Companion dog,German shepherd dog,"
"Hair accessory,Comb,Brush,"
"Perfume,Bottle,Water,Product,Aqua,Glass bottle,Liquid,Fluid,Glass,"
"Face,Blue,Head,Red,Nose,Lip,Cheek,Eye,Beauty,Forehead,"
"Pink,Turquoise,Aqua,Blue,Material property,Rectangle,Turquoise,Fashion accessory,Photography,Jewellery,"
"Building,Town,Urban area,Facade,Sky,Architecture,Display window,Window,Street,Retail,"
"Audio equipment,Technology,Gadget,Electronic device,Fashion accessory,Photography,Metal,Headphones,Wire,Silver,"
"Hair,Face,Beauty,Lady,Head,Lip,Leaf,Black hair,Photography,Fashion,"
"Mountainous landforms,Mountain,Mountain range,Highland,Natural landscape,Nature,Hill station,Alps,Valley,Hill,"
"Running,Jogging,Atmospheric phenomenon,Recreation,Exercise,Water,Fun,Long-distance running,Half marathon,Individual sports,"
"Street art,Wall,Yellow,Art,Mural,Cartoon,Graffiti,Illustration,Visual arts,Street,"
"Sky,Sea,Blue,Coast,Ocean,Aerial photography,Promontory,Coastal and oceanic landforms,Headland,Shore,"
"Cosmetics,Product,Face powder,Eye shadow,Beauty,Eye,Cheek,Powder,Brown,Beige,"
"Grass,Sitting,Lawn,Reading,Summer,Leisure,Fun,Grass family,Park,Vacation,"
"Land vehicle,Vehicle,Car,City car,Fiat 500,Fiat 500,Hatchback,Street,Advertising,Subcompact car,"
"Sports,Ball,Team sport,Freestyle football,Sports equipment,Ball game,Muscle,Wallball,Soccer,Medicine ball,"
"Urban area,Night,Metropolitan area,Metropolis,Street,Town,City,Snapshot,Human settlement,Infrastructure,"
"Beauty,Eye,Organ,Material property,Electronic device,Food,"
"Crowd,Photography,Performance,Tourism,Festival,Rock,"
"Tattoo,Arm,Shoulder,Beauty,Blond,Human body,Muscle,Temporary tattoo,Mouth,Photography,"
"Shelf,Room,Furniture,Wall,Table,Desk,Coffee cup,Cup,Cup,Still life photography,"
"Basketball hoop,Basketball,Basketball court,Team sport,Tree,Sign,Signage,Ball game,Ball,"
"Green,Sport venue,Grass,Stadium,Rectangle,Land lot,Plant,Net,Flooring,Artificial turf,"
"Drink,Hand,Cup,Table,Alcohol,Old fashioned glass,Mug,"
"Child art,Yellow,Orange,Font,Visual arts,Art,Colorfulness,Graphics,Drawing,Graphic design,"
"Facial hair,Hand,Drink,Beard,"
"Display window,Display case,Mannequin,Lingerie,Retail,Pink,Window,Doll,Collection,Toy,"
"Room,"
"Water,Nature,Sky,Reflection,Tree,Morning,Sunlight,Atmosphere,Branch,World,"
"Painting,Modern art,Art,Wall,Sky,Visual arts,Acrylic paint,Wood,Artwork,Paint,"
"Arm,Shoulder,Physical fitness,Leg,Sportswear,Joint,Stretching,Press up,Human body,Knee,"
"Nail,Street fashion,Hand,Pink,Fashion accessory,Arm,Jewellery,Finger,Design,Textile,"
"Design,Conversation,Event,Job,White-collar worker,Collaboration,Business,Employment,"
"Coffee cup,Cup,Food,Coffee,Caffeine,Cup,Latte,Drink,Café au lait,Ingredient,"
"Yellow,Green,Wallpaper,"
"Photograph,Facial expression,Fun,Snapshot,Beauty,Skin,Lady,Standing,Smile,Shoulder,"
"Sky,Nature,Atmospheric phenomenon,Sunrise,Water,Morning,Natural landscape,Sea,Cloud,Sunlight,"
"Strength training,Weight training,Gym,Physical fitness,Shoulder,Barbell,Exercise equipment,Powerlifting,Arm,Leg,"
"Fashion,Business,Job,Shopping,Street fashion,White-collar worker,Design,Businessperson,Handbag,Fashion accessory,"
"Hair,Face,Eyebrow,Hairstyle,Lip,Long hair,Beauty,Brown hair,Head,Skin,"
"Water,Waterfall,Wave,Male,Barechested,Fun,Water feature,Human,Photography,Cool,"
"Player,Sports,Footwear,Sports equipment,Recreation,Ball,Team sport,"
"Clothing,Undergarment,Undergarment,Lingerie,Brassiere,Abdomen,Waist,Stomach,Beauty,Cheek,"
"Punching bag,Black-and-white,Photography,Monochrome,Room,Boxing,Style,"
"People,Protest,Yellow,Text,Public event,Event,Demonstration,Smile,Crowd,"
"Clothing,Yellow,Jeans,Shoulder,Denim,Outerwear,Brown,Street fashion,Leggings,Fashion,"
"Microphone,Photography,Audio equipment,Darkness,Technology,Performance,Music,Flash photography,Singing,Music artist,"
"Hair,Face,Eyebrow,Beauty,Head,Skin,Lip,Nose,Eye,Hairstyle,"
"Rock,Natural landscape,Formation,Badlands,Sky,Canyon,Geology,Landscape,Outcrop,Photography,"
"Wood,Tree,Male,Barechested,Vacation,Muscle,Sky,Leisure,Fun,Rock,"
"Colorfulness,Material property,Plastic,"
"Face,Hair,Head,Beauty,Colorfulness,Hand,Purple,Fun,Smile,Mouth,"
"Eyewear,Purple,Violet,Glasses,Cool,Light,Beauty,Sunglasses,Audio equipment,Magenta,"
"Urban area,Daytime,Sky,Blue,Metropolitan area,Landmark,City,Roof,Metropolis,Cityscape,"
"Tree,Northern hardwood forest,Nature,Forest,Natural environment,Temperate broadleaf and mixed forest,Woodland,Deciduous,Natural landscape,Autumn,"
"Sportswear,Leg,Shoulder,Arm,Human leg,Physical fitness,Stretching,Thigh,Joint,Footwear,"
"Shoulder,Arm,Skin,Standing,Joint,Pink,Physical fitness,Neck,Muscle,Hand,"
"Barechested,Muscle,Bodybuilding,Arm,Chest,Shoulder,Male,Chin,Room,Joint,"
"Technology,Electronic device,Wallet,Gadget,Rectangle,"
"Street,Neighbourhood,Town,Urban area,Road,City,Human settlement,Downtown,Building,Snapshot,"
"Green,Blue,Aqua,Water,Turquoise,Teal,Azure,Turquoise,Organism,Sea,"
"Sitting,Street fashion,Photography,Adaptation,Temple,Leisure,Tourism,Travel,"
"Face,Hair,Eyebrow,Yellow,Lip,Chin,Blond,Hairstyle,Forehead,Skin,"
"Street stunts,Flip (acrobatic),Freestyle walking,Recreation,"
"Red,Pattern,Design,Carmine,"
"Running,Jogging,Recreation,Beach,Vacation,Fun,Barechested,Endurance sports,Sky,Exercise,"
"People,Hand,Tradition,Textile,Fashion accessory,Jewellery,Photography,Nail,Rope,"
"Weightlifting,Barbell,Powerlifting,Weight training,Deadlift,Physical fitness,Bodybuilding,Strength training,Exercise equipment,Strength athletics,"
"Skin,Arm,Hand,Joint,Finger,Nail,Neck,"
"Restaurant,Coffeehouse,Building,Bar,Cafeteria,Café,"
"Beauty,Outerwear,Hairstyle,Forehead,Cheek,Gesture,Hood,Photography,Long hair,Photo shoot,"
"Arm,Leg,Joint,Shoulder,Knee,Black-and-white,Grass,Elbow,Blond,Human body,"
"Vehicle,Motor vehicle,Car,Mode of transport,Fun,Travel,Family car,Vacation,Tree,Leisure,"
"Water,Vacation,Muscle,Recreation,Summer,Arm,Open water swimming,Cool,Goggles,Headgear,"
"People in nature,Photograph,Grass,Sitting,Beauty,Photography,Blond,Fun,Sunlight,Happy,"
"Hair,Clothing,Face,Hat,Photograph,Beauty,Lip,Lady,Skin,Sun hat,"
"Nose,Forehead,Male,Adaptation,"
"Yellow,Orange,Amber,Oval,"
"Metropolitan area,Urban area,City,Metropolis,Street,Human settlement,Downtown,Building,Neighbourhood,Town,"
"Eyewear,Hair,Glasses,Cool,Sunglasses,Lady,Beauty,Lip,Hairstyle,Nose,"
"Marketplace,Market,Bazaar,Selling,Public space,Shopping,Human settlement,City,Town,Retail,"
"Human leg,Sprint,Running,Track and field athletics,Leg,Athlete,Athletics,Recreation,Sky,Grass,"
"Motor vehicle,Photograph,Transport,Vehicle,Summer,Fashion,Mode of transport,Car,Vacation,Photography,"
"Sitting,Hand,Reading,Room,Textile,Furniture,Gesture,"
"Collection,T-shirt,Fiction,Bookselling,Retail,Brown hair,Publication,Games,Book,"
"Photograph,Black-and-white,Photography,Stock photography,Design,Monochrome,Monochrome photography,Font,Architecture,Exhibition,"
"Product,Jeans,White-collar worker,Glasses,Tourism,"
"People in nature,Friendship,Fun,Travel,Happy,Photography,Human,Vacation,Sea,Sky,"
"Red,Black,Photography,Plant,Flash photography,Portrait photography,Portrait,"
"Grand prix motorcycle racing,Motorsport,Motorcycle racer,Superbike racing,Road racing,Race track,Racing,Motorcycle racing,Sports,Endurance racing (motorsport),"
"Room,Architecture,Building,Interior design,Furniture,Glass,House,Window,Table,Chair,"
"Leg,Sitting,Thigh,Knee,Joint,Arm,Physical fitness,Stretching,Shoulder,Human leg,"
"Horse,Show jumping,Bridle,Animal sports,Sports,Halter,Equestrian,Rein,Horse supplies,Equestrianism,"
"Skateboarding,Skateboard,Recreation,Skateboarding Equipment,Sports equipment,Shadow,Longboarding,Skateboarder,Longboard,Sport venue,"
"Animated cartoon,Toy,Mario,Cartoon,Action figure,Figurine,Fictional character,Animation,Fun,Smile,"
"Food,Frozen dessert,Pink,Dessert,Sweetness,Cuisine,Cake,Soft Serve Ice Creams,Ice cream,Dish,"
"Games,Font,Wood,Indoor games and sports,"
"People in nature,Grassland,Sky,Fun,Friendship,Grass,Cloud,Tree,Human,Adventure,"
"Blue,Notebook,Turquoise,Azure,Font,Paper,Paper product,Material property,Stationery,Folder,"
"Sky,Blue,Orange,Light,Landmark,Geological phenomenon,Night,Architecture,Art,Visual arts,"
"Emoticon,Smile,Smiley,Yellow,Facial expression,Happy,Cartoon,Head,Finger,Mouth,"
"Games,Indoor games and sports,Dominoes,Mahjong,Tabletop game,Recreation,Font,Number,Wood,Dice,"
"Urban area,Snapshot,Street fashion,Leg,City,Footwear,Leggings,Statue,Metropolis,Tourism,"
"Metropolitan area,Metropolis,Urban area,City,Human settlement,Night,Town,Building,Street,Downtown,"
"Water resources,Water,Nature,Watercourse,Jungle,Waterfall,Water feature,Fun,Leisure,Rainforest,"
"Sky,Sculpture,Architecture,Wing,Art,Wind,"
"Brassiere,Undergarment,Undergarment,Sports bra,Clothing,Abdomen,Shoulder,Physical fitness,Arm,Fitness professional,"
"Hair,Face,Blue,Head,Hairstyle,Cool,Human,Turquoise,Portrait,Forehead,"
"Plaid,Pattern,Tartan,Turquoise,Child,Sitting,Design,Shoulder,Toddler,Photography,"
"Sky,Reflection,Water,Atmospheric phenomenon,Cloud,Sea,Morning,Calm,Architecture,Horizon,"
"Product,Job,Business,White-collar worker,Businessperson,Shopping,Travel,Employment,Fashion accessory,Packaging and labeling,"
"Wood,Games,Hardwood,Flooring,Play,"
"Aurora,Sky,Nature,Green,Atmosphere,Geological phenomenon,Landscape,Space,Night,Horizon,"
"Hair,Face,Lip,Skin,Beauty,Eyebrow,Lady,Nose,Eye,Black hair,"
"Green,Plate,Turquoise,Aqua,Dishware,Font,Plant,Circle,Tableware,"
"Beauty,Skin,Nail,Hand,Finger,Photography,Makeup artist,Fashion accessory,Eyelash,Gesture,"
"Physical fitness,Leg,Arm,Barechested,Flip (acrobatic),Joint,Human leg,Balance,Human body,Knee,"
"Art,Tree,Architecture,Painting,Photography,Fractal art,Landscape,Plant,"
"Brassiere,Clothing,Undergarment,Undergarment,Lingerie,Waist,Abdomen,Thigh,Sports bra,Photo shoot,"
"Running,Recreation,Athlete,Long-distance running,Fun,Exercise,Ultramarathon,Sports,Photography,Athletics,"
"Hair,Facial hair,Face,Beard,Chin,Head,Moustache,Forehead,Close-up,Human,"
"Clothes hanger,Boutique,Room,Retail,Costume design,Furniture,Home accessories,"
"Running,Outdoor recreation,Long-distance running,Cross country running,Ultramarathon,Athletics,Recreation,Sports,Athlete,Individual sports,"
"Sports equipment,Sports gear,Ball game,Team sport,Sports,Baseball equipment,Cricket,Player,Bat-and-ball games,Personal protective equipment,"
"Transport,Mode of transport,Track,Public transport,Train,Vehicle,Railway,Morning,Rolling stock,Metro,"
"Face,Hair,Eyebrow,Lip,Skin,Chin,Beauty,Cheek,Nose,Head,"
"Mountainous landforms,Mountain,Glacial landform,Nunatak,Mountain range,Geological phenomenon,Summit,Snow,Ridge,Massif,"
"Soap dispenser,Bathroom accessory,Product,Liquid,Material property,Interior design,"
"Facial expression,Sky,Smile,Lady,Fun,Hand,Photography,Flash photography,Vacation,Summer,"
"Gadget,Iphone,Smartphone,Mobile phone,Portable communications device,Text,Communication Device,Font,Mobile phone case,Technology,"
"Sky,Landmark,Mosque,Holy places,Building,Dome,Place of worship,Architecture,Khanqah,Dome,"
"Product,Ipad,Electronics,Technology,Electronic device,Multimedia,Gadget,Font,Display device,Media,"
"Trunk,Vehicle,Car,Vehicle door,Product,Transport,Luxury vehicle,Auto part,Automotive exterior,Family car,"
"Room,Automotive design,Workwear,Building,Boutique,Outlet store,T-shirt,Company,Job,Airline,"
"Clothing,Photograph,Street fashion,Jeans,Snapshot,Fashion,Footwear,Waist,Outerwear,Jacket,"
"Job,Conversation,Design,Gesture,Event,Presentation,Collaboration,Business,Businessperson,Whiteboard,"
"Payment card,Credit card,Material property,Label,Debit card,"
"Boxing glove,Boxing,Shoulder,Undergarment,Boxing equipment,Abdomen,Punch,Muscle,Striking combat sports,Contact sport,"
"Yellow,Product,Event,Beauty,Fan,Fashion,Crowd,Street fashion,Costume,Electric blue,"
"Child,State school,Youth,Community,Classroom,Class,School,Room,Private school,Student,"
"Table,Coffee cup,Cup,Wood,Textile,Cup,Room,Furniture,Wallet,Tray,"
"Architecture,Facade,Building,Urban area,Sky,City,Real estate,Condominium,Apartment,Mural,"
"Pen,Office supplies,Writing instrument accessory,Text,Notebook,Stationery,Fountain pen,Writing implement,Paper product,Writing,"
"Fashion,Street fashion,Plant,Hand,Flower,Eyewear,Floral design,Market,Fashion accessory,Floristry,"
"House,Botany,Garden,Grass,Tree,Home,Plant,Yard,Scale model,Miniature,"
"Reflection,Natural landscape,Nature,Tree,Water,Yellow,Water transportation,Sky,Bank,Morning,"
"Stunt performer,Fun,Performance art,Stunt,Jumping,Street dance,Dance,Dancer,"
"Lavender,Lilac,Flower,Vegetation,Plant,Tree,Botany,Lavender,Flowering plant,Spring,"
"Photograph,Red,Pink,Snapshot,Fashion,Font,Photography,Sportswear,Brand,Selfie,"
"Hand,"
"Physical fitness,Performance,Acrobatics,Pilates,Sports,Performing arts,Dance,Leisure,Leisure centre,Exercise,"
"Pink,Footwear,Shoe,Room,Athletic shoe,"
"Weights,Exercise equipment,Barbell,Dumbbell,Weightlifting,Physical fitness,Weight training,Exercise,Sports equipment,Black-and-white,"
"Reindeer,Horn,Antler,Sky,Deer,Wildlife,Elk,Barren ground Caribou,Stock photography,Cloud,"
"Hair,Face,Eyebrow,Hairstyle,Blond,Lip,Chin,Forehead,Skin,Beauty,"
"Black,Ball,Black-and-white,Monochrome,Still life photography,Photography,Monochrome photography,Ball,Sports equipment,Stock photography,"
"Physical fitness,Fitness professional,Circuit training,Dance,Exercise,Yoga,Aerobics,Room,Pilates,Sports,"
"Chessboard,Games,Indoor games and sports,Chess,Board game,Recreation,Championship,Play,Tabletop game,Competition event,"
"Urban area,Mixed-use,Building,Metropolitan area,Town,Architecture,Human settlement,Public space,City,Neighbourhood,"
"Face,Blue,Head,Red,Nose,Lip,Cheek,Eye,Beauty,Forehead,"
"Terrace,Natural landscape,Nature,Highland,Green,Landscape,Sky,Grassland,Paddy field,Wilderness,"
"Physical fitness,Undergarment,Shoulder,Sportswear,Sports bra,Abdomen,Muscle,Fitness professional,Joint,Leg,"
"Bottle,Glass bottle,Wine bottle,Alcohol,Drink,Liqueur,Drinkware,Distilled beverage,Metal,"
"Text,Font,Hand,"
"Software engineering,Job,Engineering,Office,Technology,Personal computer,Desktop computer,Learning,Training,Employment,"
"Selling,Marketplace,Market,Bazaar,Public space,Human settlement,Town,City,Flea market,Stall,"
"Arm,Physical fitness,Muscle,Crossfit,Human body,Bodybuilding,Fictional character,Flesh,"
"White,Black,Black-and-white,Monochrome,Monochrome photography,Snapshot,Water,Iron,Photography,Shadow,"
"Vehicle,Scooter,Car,Christmas,Tree,Building,Plant,Vespa,Christmas eve,Window,"
"Urban area,Metropolitan area,Metropolis,City,Cityscape,Transport,Night,Traffic,Skyscraper,Human settlement,"
"Tall ship,Vehicle,Boat,Sailing ship,Full-rigged ship,Fluyt,Watercraft,First-rate,Clipper,Flagship,"
"Blue,Pink,Purple,Magenta,Material property,Electric blue,Paper product,"
"Crayon,Writing implement,Ammunition,Office supplies,Cylinder,"
"Nature,Natural landscape,Vegetation,Sky,Green,Hill station,Hill,Mountainous landforms,Mountain,Highland,"
"Motorcycle,Road racing,Motorcycle racer,Superbike racing,Race track,Motorcycling,Vehicle,Motorsport,Grand prix motorcycle racing,Racing,"
"Pink,Red,Lipstick,Product,Cosmetics,Beauty,Magenta,Purple,Material property,Tints and shades,"
"Blue,Water,Aqua,Turquoise,Green,Teal,Azure,Sea,Underwater,Ocean,"
"White,Clothing,Red,Fashion model,Pink,Waist,Standing,Beauty,Skin,Leg,"
"People in nature,Winter,Snow,Branch,Beauty,Tree,Skin,Freezing,Lip,Woody plant,"
"Natural landscape,Nature,Mountainous landforms,Mountain,Highland,Sky,River,Water resources,Water,Green,"
"Hand,Finger,Design,Gesture,Job,"
"People in nature,Nature,Natural landscape,Terrace,Grassland,Field,Highland,Landscape,Paddy field,Agriculture,"
"Terrace,Landscape,Road,"
"Hair,Face,Beauty,Lady,Lip,Hairstyle,Blue,Eyebrow,Head,Blond,"
"Wall,Art,Yellow,Visual arts,Still life photography,Photography,Adaptation,Room,Street art,Architecture,"
"Land vehicle,Vehicle,Car,Sports car,Luxury vehicle,Automotive design,Supercar,Performance car,Coupé,Endurance racing (motorsport),"
"Pencil,Office supplies,Stationery,Writing implement,Material property,Pen,"
"Text,Font,Handwriting,"
"Product,Pink,Shopping cart,Cart,Vehicle,Font,Design,Material property,Furniture,Magenta,"
"Muscle,Strongman,Physical fitness,Strength athletics,Bodybuilding,Weight training,Automotive wheel system,Chest,Weightlifting,Exercise,"
"Sports gear,Helmet,Personal protective equipment,Football gear,Football equipment,Headgear,Glove,Footwear,Black-and-white,Sports equipment,"
"Triangle,Paper,Paper product,Rectangle,Diagram,Graphic design,Origami,Art,"
"Stained glass,Glass,Window,Architecture,Darkness,Fractal art,Symmetry,Circle,Art,Daylighting,"
"Hair,Face,Beauty,Blond,Lady,Water,Lip,Brown hair,Hand,Photography,"
"Tennis,Tennis court,Sport venue,Tennis player,Racquet sport,Soft tennis,Sports,Paddle tennis,Sports equipment,Recreation,"
"Hair,Face,Hairstyle,Head,Beauty,Ringlet,Lady,Chin,Eyebrow,Portrait,"
"Face,Hair,Black,Photograph,Black-and-white,White,Monochrome photography,Beauty,Lip,Monochrome,"
"Face,Facial expression,Chin,Nose,Cheek,Forehead,Smile,Lip,Mouth,Photography,"
"Font,Hand,Book,Illustration,Art,"
"Photograph,Town,Street,Snapshot,Alley,Standing,Infrastructure,Road,Photography,Flooring,"
"Hair,Black,Eyewear,Glasses,Lady,Beauty,Black hair,Cool,Snapshot,Fashion,"
"Hair,Face,Photograph,Blue,Lady,Beauty,Lip,Skin,Pink,Long hair,"
"Bookcase,Shelving,Shelf,Library,Public library,Furniture,Bookselling,Book,Publication,Building,"
"Gear,Bicycle part,Pattern,Groupset,Design,Auto part,Circle,Crankset,Hardware accessory,Metal,"
"City,Cityscape,Skyline,Skyscraper,Metropolitan area,Sky,Urban area,Human settlement,Daytime,Tower block,"
"Blue,Turquoise,Wall,Art,Urban area,Brick,Street,Infrastructure,Alley,Graffiti,"
"Escalator,Shopping cart,Supermarket,Cart,Vehicle,Shopping,Retail,Child,"
"Sprint,Athletics,Running,Recreation,Team,Sports,Track and field athletics,Crew,Athlete,Individual sports,"
"Lacrosse,Women's lacrosse,Field lacrosse,Stick and Ball Sports,Stick and Ball Games,Lacrosse stick,Sports,Team sport,Ball game,Player,"
"White,Eyewear,Street fashion,Photograph,Fashion,Sunglasses,Snapshot,Beauty,Shoulder,Glasses,"
"Face,Hair,Hat,Clothing,Lip,Beauty,Brown hair,Headgear,Portrait,Fashion accessory,"
"Street fashion,Fashion,Snapshot,Footwear,Jeans,Shopping,Event,White-collar worker,Business,Shoe,"
"Human leg,Beauty,Sitting,Leg,Abdomen,Joint,Hip,Knee,Arm,Thigh,"
"Black,White,Black-and-white,Monochrome,Architecture,Photography,Monochrome photography,Hand,Stock photography,Tints and shades,"
"Painting,Red,Modern art,Acrylic paint,Art,Paint,Colorfulness,Watercolor paint,Visual arts,Artwork,"
"Shopping cart,Vehicle,Cart,"
"Face,White,Black,Black-and-white,Head,Beauty,Monochrome,Lady,Monochrome photography,Lip,"
"Windsurfing,Surfing,Surfing Equipment,Boardsport,Wind wave,Wave,Surface water sports,Water sport,Extreme sport,Wakesurfing,"
"Eye shadow,Product,Cosmetics,Eye,Brush,Beauty,Organ,Face powder,Human body,Material property,"
"Red,Material property,Cable,Technology,Room,Electronic device,Cosmetics,"
"Face,Red,Facial expression,Lip,Tooth,Nose,Mouth,Organ,Smile,Jaw,"
"Rainbow,Sky,Meteorological phenomenon,Travel,Photography,Vacation,Tourism,"
"Muscle,Bodybuilding,Standing,Bodybuilder,Arm,Physical fitness,Barechested,Male,Leg,Shoulder,"
"Hair,Face,Blond,Beauty,Lady,Lip,Dress,Skin,Hairstyle,Shoulder,"
"Player,Football,Play,Grass,Team sport,Ball,Soccer,Sports equipment,Team,Sports,"
"Product,Beauty,Cosmetics,Lip,Material property,Font,Book,Lip gloss,Publication,"
"Text,Orange,Book,Paper,Reading,Love,Stock photography,Publication,Paper product,Writing,"
"Pink,Magenta,Red,Petal,Purple,Macro photography,Flower,Fashion accessory,Material property,Engagement ring,"
"Blue,Sky,Colorfulness,Pattern,Textile,Symmetry,Umbrella,Quilt,Plant,Tints and shades,"
"Face,Forehead,Chin,Snapshot,Human,Fun,Smile,Photography,Vacation,Neck,"
"Sport venue,Grass,Green,Stadium,Grassland,Soccer-specific stadium,Lawn,Field,Football,Artificial turf,"
"Black-and-white,Monochrome,Monochrome photography,Art,Visual arts,Illustration,Architecture,Photography,Stock photography,Painting,"
"Night,Rain,Urban area,Street,Town,Metropolis,City,Snapshot,Human settlement,Metropolitan area,"
"Dance,Social group,Choreography,Event,Performing arts,Fun,Dancer,Physical fitness,Leisure,Photography,"
"Restaurant,Room,Table,Interior design,Building,Rehearsal dinner,Furniture,Dining room,Café,Chair,"
"Flower,Spring,Beauty,Plant,Lady,Leaf,Botany,Petal,Eye,Tree,"
"Youth,Community,Student,Event,Design,Technology,Electronic device,Laptop,Learning,Tourism,"
"Face,Hair,Blue,Turquoise,Eyebrow,Head,Aqua,Beauty,Lip,Hairstyle,"
"Blue,Modern art,Orange,Painting,Art,Yellow,Turquoise,Acrylic paint,Line,Visual arts,"
"Nature,Sky,Mountainous landforms,Rock,Mountain,Tree,Atmosphere,Badlands,Sunlight,Cloud,"
"Pink,Child,T-shirt,Fun,Smile,Toddler,Happy,Play,Child model,Photography,"
"Table,Furniture,Wall,Room,Interior design,Tree,Sky,Design,Restaurant,Chair,"
"Leaf,Pattern,Plant,Flower,Botany,Design,Wallpaper,Groundcover,Perennial plant,Art,"
"Pink,Human leg,Leg,Footwear,Ankle,Shoe,Foot,Water,Joint,Fashion,"
"Blue,Shoulder,Sky,Beauty,Standing,Beach,Leg,Arm,Sea,Summer,"
"Graduation,Academic dress,Facial expression,Blue,Mortarboard,Smile,Event,Fun,Yellow,Public event,"
